network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T00:00:00Z,1.836,5.92 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T00:00:00Z,2.825,7.24 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T00:00:00Z,1.847,7.28 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2020-09-01T00:00:00Z,1.0,3.47 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2020-09-01T00:00:00Z,1.0,6.32 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T00:15:00Z,1.825,5.93 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T00:15:00Z,2.811,7.5 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T00:15:00Z,1.84,7.31 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-09-01T00:15:00Z,1.99,6.3 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-09-01T00:15:00Z,0.0,5.9 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-09-01T00:15:00Z,0.0,6.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T00:30:00Z,1.821,5.78 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T00:30:00Z,2.803,7.32 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T00:30:00Z,1.832,7.32 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2020-09-01T00:30:00Z,1.0,6.17 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2020-09-01T00:30:00Z,1.0,6.56 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T00:45:00Z,1.817,5.58 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T00:45:00Z,2.796,7.14 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T00:45:00Z,1.826,7.31 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-09-01T00:45:00Z,0.59,4.0 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-09-01T00:45:00Z,2.94,6.1 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-09-01T00:45:00Z,1.99,3.1 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T01:00:00Z,1.811,5.72 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T01:00:00Z,2.787,7.04 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T01:00:00Z,1.826,7.25 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2020-09-01T01:00:00Z,1.0,3.27 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T01:15:00Z,1.804,5.57 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T01:15:00Z,2.791,7.48 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T01:15:00Z,1.824,7.23 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-09-01T01:15:00Z,1.97,6.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-09-01T01:15:00Z,0.0,6.0 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-09-01T01:15:00Z,0.0,6.0 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T01:30:00Z,1.799,5.59 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T01:30:00Z,2.785,7.29 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T01:30:00Z,1.824,7.18 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2020-09-01T01:30:00Z,1.0,6.02 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2020-09-01T01:30:00Z,1.0,5.61 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T01:45:00Z,1.798,5.5 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T01:45:00Z,2.787,7.82 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T01:45:00Z,1.823,7.22 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-09-01T01:45:00Z,0.78,3.8 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-09-01T01:45:00Z,2.94,6.0 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-09-01T01:45:00Z,1.92,2.4 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T02:00:00Z,1.797,5.38 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T02:00:00Z,2.789,8.08 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T02:00:00Z,1.832,7.12 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2020-09-01T02:00:00Z,1.0,3.33 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2020-09-01T02:00:00Z,1.0,5.6 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2020-09-01T02:00:00Z,1.0,5.01 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T02:15:00Z,1.794,5.37 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T02:15:00Z,2.784,8.06 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T02:15:00Z,1.833,7.08 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-09-01T02:15:00Z,1.96,6.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-09-01T02:15:00Z,0.0,5.8 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-09-01T02:15:00Z,0.0,5.8 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T02:30:00Z,1.792,5.33 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T02:30:00Z,2.787,8.03 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T02:30:00Z,1.844,7.02 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2020-09-01T02:30:00Z,1.0,3.21 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2020-09-01T02:30:00Z,1.0,5.6 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2020-09-01T02:30:00Z,1.0,5.92 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2020-09-01T02:30:00Z,1.0,5.0 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2020-09-01T02:30:00Z,1.0,4.83 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T02:45:00Z,1.79,5.37 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T02:45:00Z,2.798,7.95 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T02:45:00Z,1.852,6.98 
NERRS,ioos:station:NOAA.NERRS:gtmpcwq,29.6671,-81.2574,2020-09-01T02:45:00Z,0.9,4.2 
NERRS,ioos:station:NOAA.NERRS:marabwq,27.9798,-97.0287,2020-09-01T02:45:00Z,2.93,5.9 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-09-01T02:45:00Z,1.88,0.3 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T03:00:00Z,1.789,5.28 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T03:00:00Z,2.812,7.9 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T03:00:00Z,1.863,6.89 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T03:15:00Z,1.79,5.45 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T03:15:00Z,2.817,7.74 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T03:15:00Z,1.881,6.82 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-09-01T03:15:00Z,1.95,6.1 
NERRS,ioos:station:NOAA.NERRS:marcwwq,28.0841,-97.2009,2020-09-01T03:15:00Z,0.0,5.7 
NERRS,ioos:station:NOAA.NERRS:marmbwq,28.1384,-96.8285,2020-09-01T03:15:00Z,0.0,5.7 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-09-01T03:30:00Z,1.802,5.28 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-09-01T03:30:00Z,2.821,7.84 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-09-01T03:30:00Z,1.888,6.71 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2020-09-01T03:30:00Z,1.0,3.48 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2020-09-01T03:30:00Z,1.0,5.33 
TCOON,ioos:station:TCOON:148,27.9799,-97.0288,2020-09-01T03:30:00Z,1.0,5.83 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2020-09-01T03:30:00Z,1.0,4.67 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2020-09-01T03:30:00Z,1.0,4.57 
