network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2017-08-01T00:00:00Z,1.986,3.62,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2017-08-01T00:00:00Z,2.298,8.5,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2017-08-01T00:00:00Z,2.091,8.48,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2017-08-01T00:00:00Z,4.045,0.75,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2017-08-01T00:00:00Z,1.121,7.44,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2017-08-01T00:00:00Z,1.348,6.05,1111122 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2017-08-01T00:00:00Z,50.05,3.55,1111122 
NERRS,ioos:station:NOAA.NERRS:marscwq,27.8383,-97.0503,2017-08-01T00:00:00Z,5.94,6.5,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2017-08-01T00:00:00Z,1.97,4.31,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2017-08-01T00:00:00Z,2.599,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-08-01T00:00:00Z,2.52,5.55,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2017-08-01T00:00:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2017-08-01T00:00:00Z,2.385,4.12,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2017-08-01T00:00:00Z,1.71,5.66,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2017-08-01T00:01:00Z,3.381,1.53,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2017-08-01T00:02:00Z,3.191,1.06,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2017-08-01T00:03:00Z,2.648,3.08,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2017-08-01T00:05:00Z,2.138,5.57,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2017-08-01T00:06:00Z,1.754,5.73,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2017-08-01T00:07:00Z,1.081,6.3,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2017-08-01T00:09:00Z,0.738,6.29,1111122 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2017-08-01T00:15:00Z,66.53,4.71,1111122 
SCCF RECON,ioos:station:SCCF:16,26.4345,-81.9647,2017-08-01T00:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:51,26.5545,-82.1715,2017-08-01T00:15:00Z,1.0,-9999.0,1111122 
SCCF RECON,ioos:station:SCCF:53,26.6493,-81.8810,2017-08-01T00:15:00Z,1.0,-9999.0,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2017-08-01T00:30:00Z,1.985,3.37,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2017-08-01T00:30:00Z,2.312,8.47,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2017-08-01T00:30:00Z,2.092,7.63,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2017-08-01T00:30:00Z,4.055,0.76,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2017-08-01T00:30:00Z,1.105,7.31,1111122 
