network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_water 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T00:00:00Z,0.5,7.9 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2020-06-01T00:00:00Z,1.0,2.8 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2020-06-01T00:00:00Z,1.0,5.31 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2020-06-01T00:00:00Z,1.0,6.69 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T00:15:00Z,1.943,8.06 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T00:15:00Z,2.441,8.32 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T00:15:00Z,2.364,7.55 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2020-06-01T00:15:00Z,1.96,7.2 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2020-06-01T00:30:00Z,2.174,4.75 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2020-06-01T00:30:00Z,2.464,6.52 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2020-06-01T00:30:00Z,2.166,7.64 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2020-06-01T00:30:00Z,13.71,7.26 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2020-06-01T00:30:00Z,1.155,8.61 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2020-06-01T00:30:00Z,1.447,6.88 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T00:30:00Z,1.941,7.95 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T00:30:00Z,2.442,8.27 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T00:30:00Z,2.372,8.6 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2020-06-01T00:30:00Z,1.0,6.54 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T00:45:00Z,1.938,8.06 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T00:45:00Z,2.44,8.19 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T00:45:00Z,2.369,8.53 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2020-06-01T00:45:00Z,1.32,5.9 
NERRS,ioos:station:NOAA.NERRS:wkbfrwq,30.4162,-87.8228,2020-06-01T00:45:00Z,2.15,8.6 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2020-06-01T01:00:00Z,1.937,7.94 
LUMCON,ioos:station:LUMCON:102,29.1870,-90.6093,2020-06-01T01:00:00Z,2.452,8.15 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2020-06-01T01:00:00Z,2.378,8.5 
NERRS,ioos:station:NOAA.NERRS:gndblwq,30.3571,-88.4629,2020-06-01T01:00:00Z,0.51,7.4 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2020-06-01T01:00:00Z,1.0,2.9 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2020-06-01T01:00:00Z,1.0,5.24 
