network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T00:00:00Z,2.536,5.37,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T00:15:00Z,2.549,5.53,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T00:30:00Z,1.848,0.66,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2018-10-01T00:30:00Z,2.23,7.62,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T00:30:00Z,2.126,7.27,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2018-10-01T00:30:00Z,4.183,3.01,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2018-10-01T00:30:00Z,3.425,5.86,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2018-10-01T00:30:00Z,1.321,6.2,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T00:30:00Z,2.565,5.58,1111122 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2018-10-01T00:30:00Z,1.0,8.9,1111122 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2018-10-01T00:30:00Z,1.0,7.61,1111122 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2018-10-01T00:30:00Z,1.0,8.17,1111122 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2018-10-01T00:30:00Z,1.0,6.06,1111122 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2018-10-01T00:30:00Z,1.0,6.6,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T00:45:00Z,2.583,5.71,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-10-01T00:45:00Z,2.18,3.1,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T00:45:00Z,1.34,7.1,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T01:00:00Z,1.844,2.63,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2018-10-01T01:00:00Z,1.196,5.31,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T01:00:00Z,2.594,5.8,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T01:15:00Z,2.603,6.01,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2018-10-01T01:30:00Z,2.268,7.5,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T01:30:00Z,2.118,7.24,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2018-10-01T01:30:00Z,4.199,3.04,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2018-10-01T01:30:00Z,3.446,5.35,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2018-10-01T01:30:00Z,1.383,6.29,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T01:30:00Z,2.61,5.96,1111122 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2018-10-01T01:30:00Z,1.0,8.64,1111122 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2018-10-01T01:30:00Z,1.0,7.56,1111122 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2018-10-01T01:30:00Z,1.0,6.0,1111122 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2018-10-01T01:30:00Z,1.0,6.71,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T01:45:00Z,2.625,6.1,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-10-01T01:45:00Z,2.18,2.1,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-10-01T01:45:00Z,1.25,6.9,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2018-10-01T02:00:00Z,1.18,5.53,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T02:00:00Z,2.638,6.25,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T02:15:00Z,2.642,6.26,1111122 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2018-10-01T02:30:00Z,1.843,4.08,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2018-10-01T02:30:00Z,2.332,7.38,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2018-10-01T02:30:00Z,2.247,7.39,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2018-10-01T02:30:00Z,4.242,3.13,1111122 
DISL,ioos:station:DISL:MBLA,30.4367,-88.0117,2018-10-01T02:30:00Z,3.451,5.83,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2018-10-01T02:30:00Z,1.193,5.38,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2018-10-01T02:30:00Z,1.379,6.23,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T02:30:00Z,2.652,6.15,1111122 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2018-10-01T02:30:00Z,1.0,8.14,1111122 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2018-10-01T02:30:00Z,1.0,7.19,1111122 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2018-10-01T02:30:00Z,1.0,6.2,1111122 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2018-10-01T02:30:00Z,1.0,6.02,1111122 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2018-10-01T02:45:00Z,2.663,5.27,1111122 
