network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2017-11-01T00:30:00Z,2.166,9.69,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2017-11-01T00:30:00Z,1.971,9.42,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2017-11-01T00:30:00Z,4.4,6.56,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2017-11-01T00:30:00Z,0.969,8.85,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2017-11-01T00:30:00Z,1.201,4.67,1111122 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2017-11-01T00:30:00Z,1.0,8.32,1111122 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2017-11-01T00:30:00Z,1.0,7.82,1111122 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2017-11-01T00:30:00Z,1.0,8.79,1111122 
TCOON,ioos:station:TCOON:170,27.2970,-97.4049,2017-11-01T00:30:00Z,1.0,6.15,1111122 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2017-11-01T00:30:00Z,1.0,7.74,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2017-11-01T00:45:00Z,1.73,8.5,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2017-11-01T00:45:00Z,1.09,9.0,1111122 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2017-11-01T01:30:00Z,2.205,9.8,1111122 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2017-11-01T01:30:00Z,2.063,8.26,1111122 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2017-11-01T01:30:00Z,4.4,6.56,1111122 
DISL,ioos:station:DISL:MHPA,30.6671,-87.9365,2017-11-01T01:30:00Z,1.036,8.39,1111122 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2017-11-01T01:30:00Z,1.199,5.65,1111122 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2017-11-01T01:30:00Z,1.0,8.1,1111122 
TCOON,ioos:station:TCOON:074,27.8516,-97.4820,2017-11-01T01:30:00Z,1.0,7.81,1111122 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2017-11-01T01:30:00Z,1.0,8.6,1111122 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2017-11-01T01:30:00Z,1.0,7.55,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2017-11-01T01:45:00Z,1.79,8.9,1111122 
