network,platform,latitude,longitude,date,vertical_datum,mass_concentration_of_oxygen_in_sea_wate,qcFlag 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T00:00:00Z,1.904,4.25,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T00:00:00Z,1.266,0.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T00:00:00Z,1.871,9.34,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T00:00:00Z,1.896,8.66,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T00:15:00Z,1.86,9.48,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T00:15:00Z,1.878,8.68,11111222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T00:15:00Z,1.59,7.2,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T00:30:00Z,1.776,5.5,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T00:30:00Z,1.772,8.87,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T00:30:00Z,3.85,8.8,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T00:30:00Z,1.847,9.22,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T00:30:00Z,1.87,8.67,11111222 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2019-08-01T00:30:00Z,1.0,6.78,11111222 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2019-08-01T00:30:00Z,1.0,5.68,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T00:45:00Z,1.834,9.25,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T00:45:00Z,1.862,8.62,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T01:00:00Z,1.91,3.87,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T01:00:00Z,1.225,0.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T01:00:00Z,1.825,9.13,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T01:00:00Z,1.856,8.52,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T01:15:00Z,1.811,8.9,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T01:15:00Z,1.851,8.47,11111222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T01:15:00Z,1.57,7.2,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T01:30:00Z,1.739,8.4,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T01:30:00Z,1.74,8.92,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T01:30:00Z,3.855,9.04,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T01:30:00Z,1.8,8.93,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T01:30:00Z,1.854,8.33,11111222 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2019-08-01T01:30:00Z,1.0,6.82,11111222 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2019-08-01T01:30:00Z,1.0,5.35,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T01:45:00Z,1.789,8.99,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T01:45:00Z,1.861,8.21,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-08-01T01:45:00Z,0.77,3.5,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T02:00:00Z,1.915,3.6,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T02:00:00Z,1.238,0.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T02:00:00Z,1.775,8.8,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T02:00:00Z,1.863,8.08,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T02:15:00Z,1.764,8.87,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T02:15:00Z,1.869,8.01,11111222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T02:15:00Z,1.55,7.2,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T02:30:00Z,1.699,7.05,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T02:30:00Z,1.74,8.9,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T02:30:00Z,3.87,8.44,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T02:30:00Z,1.75,8.74,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T02:30:00Z,1.865,7.92,11111222 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2019-08-01T02:30:00Z,1.0,6.7,11111222 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2019-08-01T02:30:00Z,1.0,4.61,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T02:45:00Z,1.738,8.56,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T02:45:00Z,1.874,7.86,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-08-01T02:45:00Z,0.86,3.6,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T03:00:00Z,1.934,1.86,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T03:00:00Z,1.211,0.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T03:00:00Z,1.729,8.56,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T03:00:00Z,1.881,7.71,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T03:15:00Z,1.722,8.52,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T03:15:00Z,1.899,7.69,11111222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T03:15:00Z,1.53,6.8,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T03:30:00Z,1.678,5.48,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T03:30:00Z,1.722,8.76,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T03:30:00Z,3.911,8.07,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T03:30:00Z,1.719,8.48,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T03:30:00Z,1.902,7.59,11111222 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2019-08-01T03:30:00Z,1.0,6.57,11111222 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2019-08-01T03:30:00Z,1.0,3.19,11111222 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2019-08-01T03:30:00Z,1.0,4.77,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T03:45:00Z,1.718,8.46,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T03:45:00Z,1.917,7.55,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-08-01T03:45:00Z,1.02,3.8,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T04:00:00Z,1.987,3.82,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T04:00:00Z,1.245,0.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:00:00Z,1.714,8.54,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:00:00Z,1.929,7.49,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T04:00:00Z,1.73,4.72,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T04:00:00Z,2.22,5.1,11111222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T04:00:00Z,0.91,3.27,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T04:00:00Z,1.59,3.64,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:15:00Z,1.711,8.32,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:15:00Z,1.946,7.47,11111222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T04:15:00Z,1.53,6.8,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T04:30:00Z,1.686,7.07,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T04:30:00Z,1.737,6.59,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T04:30:00Z,3.943,6.79,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:30:00Z,1.71,8.18,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:30:00Z,1.958,7.37,11111222 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2019-08-01T04:30:00Z,1.0,6.42,11111222 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2019-08-01T04:30:00Z,1.0,3.44,11111222 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2019-08-01T04:30:00Z,1.0,3.88,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T04:45:00Z,1.713,8.12,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T04:45:00Z,1.963,7.4,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-08-01T04:45:00Z,1.19,4.0,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T05:00:00Z,2.033,4.77,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T05:00:00Z,1.256,0.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:00:00Z,1.721,8.31,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:00:00Z,1.978,7.4,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T05:00:00Z,1.81,5.03,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T05:00:00Z,2.27,4.79,11111222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T05:00:00Z,0.862,3.52,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T05:00:00Z,1.684,3.89,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:15:00Z,1.729,8.07,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:15:00Z,1.988,6.29,11111222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T05:15:00Z,1.51,6.6,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T05:30:00Z,1.712,7.53,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T05:30:00Z,1.767,5.64,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T05:30:00Z,4.002,7.45,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:30:00Z,1.739,7.95,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:30:00Z,1.997,7.01,11111222 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2019-08-01T05:30:00Z,1.0,6.3,11111222 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2019-08-01T05:30:00Z,1.0,3.0,11111222 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2019-08-01T05:30:00Z,1.0,3.66,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T05:45:00Z,1.75,7.24,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T05:45:00Z,2.013,7.24,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-08-01T05:45:00Z,1.34,3.9,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T06:00:00Z,2.081,5.34,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T06:00:00Z,1.284,0.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:00:00Z,1.763,7.61,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:00:00Z,2.02,7.21,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T06:00:00Z,1.87,4.9,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T06:00:00Z,2.29,4.54,11111222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T06:00:00Z,0.86,3.06,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T06:00:00Z,1.756,3.59,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:15:00Z,1.769,7.24,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:15:00Z,2.04,7.2,11111222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T06:15:00Z,1.49,6.6,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T06:30:00Z,1.794,7.47,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T06:30:00Z,1.81,4.87,11111222 
DISL,ioos:station:DISL:KATA,30.2583,-88.2131,2019-08-01T06:30:00Z,4.081,7.38,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:30:00Z,1.782,7.46,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:30:00Z,2.059,7.02,11111222 
TCOON,ioos:station:TCOON:072,27.8392,-97.4440,2019-08-01T06:30:00Z,1.0,6.29,11111222 
TCOON,ioos:station:TCOON:127,28.2598,-96.7737,2019-08-01T06:30:00Z,1.0,2.93,11111222 
TCOON,ioos:station:TCOON:171,27.4847,-97.3181,2019-08-01T06:30:00Z,1.0,4.21,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T06:45:00Z,1.795,7.51,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T06:45:00Z,2.074,7.08,11111222 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2019-08-01T06:45:00Z,1.42,3.6,11111222 
DISL,ioos:station:DISL:CATA,30.3085,-88.1395,2019-08-01T07:00:00Z,2.136,4.43,11111222 
DISL,ioos:station:DISL:PPTA,30.2791,-87.5561,2019-08-01T07:00:00Z,1.296,0.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:00:00Z,1.807,8.06,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:00:00Z,2.087,6.42,11111222 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2019-08-01T07:00:00Z,1.93,4.96,11111222 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2019-08-01T07:00:00Z,2.332,4.83,11111222 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2019-08-01T07:00:00Z,0.92,3.12,11111222 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2019-08-01T07:00:00Z,1.823,3.74,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2019-08-01T07:15:00Z,1.825,8.08,11111222 
LUMCON,ioos:station:LUMCON:wisl1,29.1144,-90.1840,2019-08-01T07:15:00Z,2.1,6.52,11111222 
NERRS,ioos:station:NOAA.NERRS:marcewq,28.1323,-97.0344,2019-08-01T07:15:00Z,1.49,6.5,11111222 
DISL,ioos:station:DISL:BSCA,30.3288,-87.8293,2019-08-01T07:30:00Z,1.865,7.96,11111222 
DISL,ioos:station:DISL:DISL,30.2513,-88.0778,2019-08-01T07:30:00Z,1.857,6.38,11111222 
